2.866814692820218724e+00,-6.233185307179587298e+00
-2.223185307179672776e+00,-6.213185307179587724e+00
-2.453185307179667873e+00,5.686814692820158612e+00
4.206814692820190160e+00,-6.023185307179591774e+00
5.966814692820152644e+00,-9.318530717971817978e-02
-2.553185307179665742e+00,-6.093185307179590282e+00
-3.083185307179654444e+00,-1.583185307179686419e+00
4.066814692820193144e+00,-2.753185307179661478e+00
2.686814692820222561e+00,2.068146928202754253e-01
-1.383185307179690682e+00,-7.131853071797049637e-01
-1.031853071797179666e-01,5.766814692820156907e+00
6.246814692820146675e+00,-2.433185307179668300e+00
9.668146928202592250e-01,2.016814692820236843e+00
-4.853185307179616714e+00,3.546814692820204229e+00
2.976814692820216379e+00,-7.831853071797034715e-01
-5.803185307179596464e+00,-3.463185307179646344e+00
-5.763185307179597316e+00,1.936814692820238548e+00
-1.343185307179691534e+00,-1.913185307179679384e+00
5.826814692820155628e+00,-4.933185307179615009e+00
-5.043185307179612664e+00,-3.493185307179645704e+00
-2.513185307179666594e+00,-2.363185307179669792e+00
1.486814692820248140e+00,-1.873185307179680237e+00
4.286814692820188455e+00,5.066814692820171828e+00
2.886814692820218298e+00,-8.431853071797021926e-01
3.456814692820206147e+00,5.246814692820167991e+00
3.876814692820197195e+00,1.516814692820247501e+00
-2.753185307179661478e+00,1.668146928202762780e-01
3.226814692820211050e+00,-9.831853071796992083e-01
-7.931853071797032584e-01,-4.013185307179634620e+00
-4.963185307179614369e+00,4.426814692820185471e+00
-1.093185307179696863e+00,-5.318530717971903243e-02
-6.043185307179591348e+00,-5.763185307179597316e+00
9.268146928202600776e-01,-4.331853071797109322e-01
6.068146928202668988e-01,-4.433185307179625667e+00
5.436814692820163941e+00,-4.663185307179620764e+00
5.176814692820169483e+00,-3.883185307179637391e+00
-6.033185307179591561e+00,1.266814692820252830e+00
2.186814692820233219e+00,1.876814692820239827e+00
6.016814692820151578e+00,5.066814692820171828e+00
1.616814692820245369e+00,6.868146928202651935e-01
4.886814692820175665e+00,-3.773185307179639736e+00
-4.573185307179622683e+00,-5.153185307179610319e+00
2.036814692820236417e+00,-1.723185307179683434e+00
1.868146928202758517e-01,2.466814692820227251e+00
-1.103185307179696650e+00,-2.153185307179674268e+00
-2.323185307179670644e+00,-5.831853071797077348e-01
-6.023185307179591774e+00,-3.873185307179637604e+00
-2.113185307179675121e+00,4.596814692820181847e+00
-5.113185307179611172e+00,-1.373185307179690895e+00
-2.318530717971967192e-02,-3.263185307179650607e+00
-1.963185307179678318e+00,3.166814692820212329e+00
-3.253185307179650820e+00,-2.873185307179658921e+00
-3.631853071797124244e-01,1.176814692820254749e+00
-8.631853071797017662e-01,5.476814692820163089e+00
3.856814692820197621e+00,-2.613185307179664463e+00
-6.183185307179588364e+00,-4.363185307179627159e+00
-1.193185307179694732e+00,4.286814692820188455e+00
-3.153185307179652952e+00,2.046814692820236203e+00
-1.993185307179677679e+00,4.836814692820176731e+00
5.626814692820159891e+00,-1.193185307179694732e+00
3.668146928202720147e-01,-7.131853071797049637e-01
1.726814692820243025e+00,-2.331853071797151955e-01
2.726814692820221708e+00,-4.343185307179627586e+00
-3.093185307179654231e+00,5.586814692820160744e+00
-1.203185307179694519e+00,-4.453185307179625241e+00
5.416814692820164368e+00,2.736814692820221495e+00
5.956814692820152857e+00,5.696814692820158399e+00
4.668146928202698831e-01,-5.113185307179611172e+00
5.656814692820159252e+00,2.116814692820234711e+00
5.466814692820163302e+00,-3.843185307179638244e+00
-1.323185307179691961e+00,-2.113185307179675121e+00
4.146814692820191439e+00,1.996814692820237269e+00
